EntryID,SenseID,EngDesc,SpaDesc,ZapDesc,AssociatedTaxa,SpecimenImagesByTaxa
E1206,S0182,Peanut.,El cacahuate.,"Biziaayu. Ca binni Guiaati' nabé rudxiibani, rutoocabeni luguiaa xti' Guidxiguie' ne litru.",,
E0278,S0183,"Bunch or cluster of fruit. A stack of objects, such as a stack of tortillas.","Racimo de fruta, manojo de fruta, penca. Pila de objetos como por ejemplo pila de tortillas.",Sicari' rini'cabe ora ma ri ndani gueta ne guira' ni nabiaa. Nuu binni na laaca sicari' nga rabicabe ca be'za' cuananaxhi ne guie'.,,
E0244,S0184,"Name referring to the species <Gonolobus barbatus> and <Macroscepis diademata> of the Asclepiadaceae family. These are herbaceous vines that exude latex and tend to grow at the foot of hedgerows. Both the flower and fruit are green. The fruit is shaped like an egg that is elongated and comes toward a point at one end. Inside the fruit, the seeds are surrounded by long hairs that look like cotton. The seeds can be roasted over hot coals and eaten.",Nombre que designa a las especies <Gonolobus barbatus> y <Macroscepis diademata> de la familia Asclepiadaceae. Se trata de bejucos herbáceos que suelen crecer al pie de los cercos. Presentan látex. Tanto su flor como su fruto son de color verde. La forma del fruto es como de huevo con la punta alargada y la base dispareja. En el interior las semillas están rodeadas de pelos largos con apariencia de algodón. Las semillas se pueden asar sobre las brasas y consumirse.,"Ti luba'ni, dxique nabé gundanini xañee le'. Rudiini ti xcá casi ti niza, lu ladini napani biní zeda gacaga casi guibi huiini. Nabé bisaba binnini dxique lu guendaró. Ca xpiidxini rendaca' ti guichaduubi'. Riguixhecabeni lu buu, ora ma gu'guini la? rócabeni. Luba'di' napa niidxi.",<Gonolobus barbatus>;<Macroscepis diademata>,"a07831dea06df62aadd8d3189f7b362e,ea1e79b249b7aff0a7287553803d8025,4d79aeed5255423c5110cf4d69f366e5,2c721eb3e80316a5a6a1f7860cb0b91d"
E0281,S0185,"Fruits of a vine that can be gathered to make a large ball used as soap to wash clothes or for bathing. The vine is no longer found in La Ventosa nor in Juchitán de Zaragoza, but it is sold by women from San Mateo del Mar.",Frutos de un bejuco que se pueden juntar para hacer una bola grande y usarse como jabón para lavar ropa y para bañarse. El bejuco ya no se encuentra ni en La Ventosa ni en Juchitán de Zaragoza pero se puede comprar con las señoras de San Mateo del Mar.,"Bolita nga rabicabe caadxi bidola huiini' ni nácabe riree lu ti luba', nabé biquiiñe binni casi xabu, para quibine lari. Ma' qué rihuinnidi'ni. Zulua'sia' nácabe ca mamaca nga redaneni ndaani' luguiaa xti' Guidxiguie'.",,
E0283,S0186,Name for the species <Haematoxylum brasiletto> of the Fabaceae family. This is a tree that reaches a height of 10 meters. Its trunk has a peculiar appearance with deep ridges that make it look as if it is made up of a cluster of smaller trunks. It grows somewhat abundantly in the hills of La Ventosa. Its flowers are yellow and its fruit is green. It is considered to have medicinal properties for treating diabetes as well as disorders of the nervous system.,"El brasil. Se nombra así a la especie <Haematoxylum brasiletto> de la familia Fabaceae. Se trata de un árbol que alcanza una altura de 10 metros, su tronco es de aspecto peculiar pues presenta canales profundos dando la apariencia de estar formado por varios tallos. Crece de manera más o menos abundante en los cerros de La Ventosa. Sus flores son amarillas y sus frutos son verdes. Se considera que tiene propiedades medicinales para tratar la diabetes así como afecciones del sistema nervioso.","Yagadi' risooni bia' xhono la o chii metru, ti'xhini naxiña', ricáni lu dani. Nuu binni riguu ti ndaani lu ti balde nisa ne nuu tu rusindaabini. Ca binni ridxibi la'dxi ne ca  ni napa dxiña re'cani.",<Haematoxylum brasiletto>,"edda9576d42d33f227ff1ff39dc6b696,b5022b5693a4e0802bcd74cf52754133,3c0165c2067c4dbd77e2a9b0d4bace08,55b9938445b93079cad2e3d6d51eb517,e66c2b8069fcf94977aca016945c954e,a8ff6f2475e77d1508fa888831bea4fe,ae11ae950dec74b1156b2316cc69fcb1,6f18a1c63dd48e4ca09eafd0c8e47c4d,b073fb770e7ecab03515d313f36c9375,9abf062c43c4339f3f22d6dc70f4a533,873fceacfc50efa2e59e2aebeada5ca2,0fd0451be0bdabc109443f2af29a3c5c,43b07c79c781ef66356ee9249d131d04,3223fcfefd4c9b63d251e0398ed9774d,60219220babb23e15dd5694acf9ba6ac"
E0288,S0187,"Generic name given to guava trees (<Psidium guajava> of the Myrtaceae family) and their fruit. These trees reach a height of 7 meters. When ripe, the fruit can be yellow, pinkish on the inside or pear-shaped, depending on the particular variety. The soft leaves are believed to have medicinal properties for treating coughs by boiling the leaves together with seeds from mesquite and from the tree known in Spanish as <caulote> (likely <Guazuma ulmifolia>), then adding sugar and drinking as a tea.","Nombre genérico que se le da a los árboles de guayaba (<Psidium guajava>, de la familia Myrtaceae) y a sus frutos. Estos árboles alcanzan una altura de 7 metros. Los frutos al madurar pueden ser amarillos, rosados en el interior o en forma de pera, según la variedad de guayaba. Se considera que las hojas tiernas tienen propiedades curativas contra la tos. Para tratarla se preparan las hojas con semilla de mezquite y de caulote, se hierve, se le agrega azúcar y se toma como té.","Yagadi' risooni bia' gadxe metru, naruxhi ladini ne naxeebe'ni, cadi yaga guidxidini, naxhuxhuni, ca xpandagani nanaande' ne naga' lu. Ribeeni ti guie' quichi'. Rudiini ti cuananaxhi napa biidxi nachonga. Ca cuananaxhi ri'ni' xtini la rusiandani yubandaani', ricaa binnini rusindaabini ne rugue'ni xiiñi dxi raca huará. Ne laaca rusiandani ru, sicari' runi binnini, ricaacabe ca biitu xpandagani, ca ni má nari'ni, ruguchanecabeni xpiidxi bii ne xpiidxi yana', guirani rindaabi ne riabani caadxi dxiña, nga rugue'cabe binni napa ru. Cuananaxhidi' ra zegüi la riguchini, rucheecheni xho'. Nuu ti yagadi' rudii ti cuananaxhi ma' naro'ba rului' ti pera laa, naxiña' te ndaani, huaxa cadi buí' xtinuni, buí' xti dxuni ne que rinda' naxhipe'ni casi buí' huala'dxi xtinu.",<Psidium guajava>,"54febb288c99b9eb6b3dc2eb02edcbe4,06be7f4272594470ab6cc3493450b0cf,111ebe8f115d1df2dd4cc91fcb2e24c8,5508bc8385b24b5fdcf14793f1df7dce,660d01eff82c7bb08961c83a9af55ae3"
E0290,S0188,Tree of the species <Lasiocarpus salicifolius> belonging to the Malpighiaceae family. It reaches a height of 4 meters and loses its leaves during the dry season. Long pink hairs grow on the outside of the fruit.,"Árbol de la especie <Lasiocarpus salicifolius> perteneciente a la familia Malpighiaceae, que alcanza una altura de 4 metros. Pierde sus hojas en la época de <sequía>. Sus frutos presentan pelos de color rosa.","Yagadi' rindanini lu gui'xhi', risooni bia' tapa metru. Rusabani bandaga lu xhi gusibá. Ladi cuananaxhi xtini napa guichaduubi' naxiña'te.",<Lasiocarpus salicifolius>,
E0291,S0189,Guava that has the shape and color of a pear.,Guayaba con la forma y el color de la pera.,"Sicari' rabicabe ti buí' namboolo, rului' pera laa.",,
E0289,S0190,Yellow guava sold in the markets.,La guayaba amarilla que se compra en los mercados.,Buí'di' ridooni ndaani' luguiaa.,,
E0302,S0191,Peanut.,El cacahuate.,Biziaayu. Ca binni Guiaati' rigutoocani luguiaa xti' Guidxiguie'.,,
E0303,S0192,Coffee.,El café.,Laani láni biziaanda'. Dxique ora guiruugu binni ne de xtini rucueezacabe lu rini.,,
E0304,S0193,"This name is used to refer to at least two species of abundant trees belonging to the Celastraceae and Rhamnaceae families. They reach a height of 6 meters. The flowers of the tree belonging to the Rhamnaceae family are yellow and the fruit is green, while the tree belonging to the Celastraceae family produces a brown fruit. The trees are known in Spanish as <canela> meaning 'cinnamon'.",Con este nombre se hace referencia a por lo menos dos especies de árboles abundantes pertenecientes a las familias Celastraceae y Rhamnaceae. Estos árboles alcanzan una altura de 6 metros. Las flores del árbol perteneciente a la familia Rhamnaceae son amarillas y sus frutos son verdes. El árbol perteneciente a la familia Celastraceae presenta frutos color café. En castellano se les conoce como canela.,"laani nga ti yaga risoo bia' chonna la o xhoopa' metru, rudiini ti guie' naguchi ne mudu xtini naga'. Luni ricá ti xca nayu ne naga'. Nabé nuuni ndaani' gui'xhi'.",<Colubrina elliptica>;<Wimmeria confusa>,"70ca5543033c792f5c739f30f894f902,6fc07128d3c764cebe980971fb503712,aae1e72f35cc13f6f2d08ca25a262beb,782b57170f9aa7bc2ef367587db7ffdd,2db4718be2323be483c89d2909274bdf,9d4ed89eed343e33e261f27d1903ffa5,a288d34ecc40fa4bf835b8e085a34ac1,591b5eee5d53c9930475420892e03ae3,c0dd5888c5937d0bd8e2991430e4f32b,81c9bb8d04ff238fde598c9f4fff5075"
E0305,S0194,Liquid used by healers for blessings. It is also used as an enema to reduce fevers.,Líquido que las curanderas usan para santiguar. También se utiliza en lavativa y para aliviar la calentura.,"Laani nga ti nisa riquiiñe' ca gunaa ranna dxiibi. Ne laaca rudiinecabeni cuaana', rusiandani xindxa'.",,
E1107,S0195,"Name for the species <Allamanda cathartica>, a tree or shrub that is scarcely cultivated in La Ventosa. It reaches a height of 2.5 meters and produces dark red flowers.","Nombre con el que se conoce a <Allamanda cathartica>, árbol o arbusto escasamente cultivado en La Ventosa que alcanza una altura de 2 metros y medio y produce flores color vino.","Nacani ti yaga risoo bia' chupa la? o chupa garonda' metru, ma' huaxie' rihuinnini, rudiini ti guie' nagu.",<Allamanda cathartica>,"aec8f07bb6a14a4c5a69fe1f9acff8af,7470d1c9c697a80e7de7c9a174b4e6e5,5ebf28a6ce44386dd6dcbb0322ac75e2,0f4c35359bf69db8ec63c65ffd3f8cb8,9a87c93b392f97ecc386cf1ca9e25082"
E0329,S0196,"Name for the species <Crotalaria incana> of the Fabaceae family, a scarce herb that reaches a height of 40 centimeters. It produces yellow flowers, and its fruits are green, air-filled pods. The name refers to the jingling sound made by the fruit.","Nombre asignado a <Crotalaria incana>. Hierba de la familia Fabaceae, escasa, que alcanza una altura de 40 centímetros. Sus flores son amarillas y sus frutos son vainas de color verde, infladas. El nombre hace referencia al cascabeleo que producen los frutos.",Laani nga ti guixi bandaga risoo bia' chupalategande centimetru. Ribeeni ti guie' naguchi ne rudiini ti xca naga'. Rabicabeni chin chin la ti dxi riguiñe bini rixidxini sica bizunu beenda'.,<Crotalaria incana>,"f06fb808f61f2dc335426889bc0c0ebb,96167835c1e88f6eb0b62512af28e4d7,b6915c9d4db9e45697d90e36c13842af,5533c0aa014d748fdcbd58f95bf406b7"
E0307,S0197,Clove.,El clavo.,"Zeedani lade guixi guendaro, rului'ni ti clabu huiini', rinda' naxhi, nuu tu riquiiñeni ora cayuuba' laya, ruguucabeni ra cayuubaque, ne ruquichi layacabeni.",,
E0308,S0198,Seedling such as those produced from corn seeds.,Brote de una semilla como lo sería la del maíz.,"Zaca rabicabe ndu, casi ti biitu ni zedandani.",,
E0309,S0199,Coconut.,El coco.,"Nuuni la? Nasooni ne nuuni la? Nachucuni. Ca xpandagani rului'gacani bata ziña. Dxique ca xcuidi runine xpandagani pasa xti' papilote (biguidi' gui'chi'). Dede ra ba yannini ricá xcuananaxhini. Cuananaxhidi' naloloni, nachugani, napani nisa ne naquichi' la'dxi'ni. Nuu binni casi zibani, nadachiru' nuu ndaani' re' xnisani, purti' rusabani biduyu ne rusiani lu rini.",,
E0310,S0200,Almond pulp.,Pulpa de la almendra.,Nuu tu rabini coco huiini ne nuu tu rabini la'dxi'.,,
E0311,S0201,Herb known in Spanish as <cola de caballo> meaning 'horse's tail'.,La hierba que se conoce como cola de caballo.,Sicari' rabicabe ti guixi ni rului' xubaana' mani',,
E0911,S0202,"Name referring to the species <Heliotropium procumbens>, an herb that reaches a height of 30 centimeters. It has white flowers and green fruit. The Spanish name, <cola de alacrán> or 'scorpion's tail', refers to the shoot along which the flowers grow, which curls at the end like a scorpion's tail. This herb is considered to have medicinal properties to treat inflammation. It is boiled along with <Ocimum campechianum>, known in Spanish as <hierba de toro>, to prepare an enema. It can also be used to help induce labor in pregnant women. The preparation is not taken by mouth.","Nombre con el que se designa a <Heliotropium procumbens>. Hierba que alcanza una altura de 30 centímetros. Sus flores son blancas y sus frutos son verdes. Su nombre, que en castellano es cola de alacrán, hace referencia al tallo a lo largo del cual están dispuestas las flores. La punta del tallo se enrosca así como se enrosca la cola de un alacrán. Se considera que esta hierba tiene propiedades medicinales contra la inflamación. Para tratarla, se hierve la cola de alacrán en combinación con hierba de toro y se hace lavativa. Esta misma preparación se puede utilizar para ayudar a mujeres que no logran parir. La preparación no se bebe.","Nacani ti guixi bandaga nachucu, risoo bia' gandenechii centimetru. Rusiandani guí, raguineni xti guixi lá lu diidxaxtia 'yerba de toro', qué re'dicabeni, ricaasicabeni cuaana', ne laaca riquiiñe binni que ganda xhanani. Rudiini ti guie' naquichi' ne ti xca naga'.",<Heliotropium procumbens>,
E0857,S0203,"Name for the species <Heliotropium macrostachyum> of the Boraginaceae family, an abundant herb that reaches a height of 50 centimeters. It has white flowers and green fruit.",Nombre con el que se designa a <Heliotropium macrostachyum> de la familia Boraginaceae. Hierba abundante que alcanza una altura de medio metro. Sus flores son blancas y sus frutos son verdes.,Guixidi' risooni bia' galaa metru. Rudiini caadxi guie' naquichi' ne ca xcani naga'.,<Heliotropium macrostachyum>,
E1072,S0204,"Name for the species <Ficus pertusa> of the Moraceae family, an abundant tree that reaches a height of 8 meters. The bark is white and the leaves are long and slender. It has abundant latex. The fruit resembles the fig of the tree known as <chu bi'> and is smaller than the fruit of the <du'ga>. There are white dots on the shell of the fruit, which usually has small ants on the inside.","Nombre con el que se conoce a <Ficus pertusa>, especie de la familia Moraceae. Árbol abundante que alcanza una altura de 8 metros. Su corteza es blanca y sus hojas son delgadas y largas. Presenta látex abundante. Sus frutos se asemejan al higo del árbol conocido como <chu bi'> y es más chico que el fruto del <du'ga>. La cáscara de los frutos presenta puntos blancos. El fruto suele tener hormigas pequeñas en el interior.","Laani la ti yaga ro'ni, risooni bia' xhono metru pa cadi mápeca, bandadi' xtini naquichi'. Ca xpandagani nalase ne ziuula'. Napani ti xca nahuiini', ladi xcadi' napa pipi quichi', rului'ni du'ga, xisi la du'ga má namboolo. Nabé napani niidxi ne rapani caadxi biri zi huiini.",<Ficus pertusa>,"9ef1bc0f3177bb2117117bd2a84f7abf,0488db73f3c483a85fe9292357d93f14,69227668ce3fa797afc858b19a81c9e2,23c74299885c436db61cd72ac696bbb1"
E0314,S0205,"Name for the species <Ficus pertusa> of the Moraceae family, a tree that reaches a height of 10 meters. The fruit is initially green but turns red when ripe. It is similar to the <nanche> but without the seed.","Nombre con el que se conoce a <Ficus pertusa>, especie de la familia Moraceae. Árbol que alcanza una altura de 10 metros. Sus frutos son inicialmente verdes y toman un color rojo al madurar. Los frutos se asemejan al nanche pero sin la semilla.","Yagadi' risooni bia' chii metru napani niidxi, rudiini ti xca naga' lu rului' nanchi, xisi la ca xpiidxini rului'cani xpiidxi du'ga. Nuuni lu guidxi ne ndaani' guixhi'. Nabé ro guidiribeelani.",<Ficus pertusa>,"27585443bf94fe7b410d94d16f84c0cd,f0c23195e23f3ee148920b6f1f008781,8e1e0c26ec78068d1192f5b03404d0f3,28650eff96442af321e208e4b1fcf406,22c7afca27c49926dfd0ea6a51291ade,eb5f00a0754b0863ebeb34722f1d9b9a,6e404442a5f3d004c9eb9d1cbf6a6199,78e5acf96527aac00a649c3435c8f5f8,5add281aaceaf7fc46fdc2a2b563bc54,951574544eff7fd1399181d3f931c3b4,0556bc8922c7af015a0dde4e75efdd9d,03b7d9033e016f91b4074bf828b81254,53b2ae55b01ddbc40d39052504004731,19359bf14f42d453329b2033593f9615,74556491024c61e4b0e0ea3c65ec63ac"
E0315,S0206,"This name is used to refer to at least two species of the genus <Croton>. Abundant trees or shrubs with triangular leaves that reach a height of 2 or 3 meters. Its flower is white, while its fruit is green and has a somewhat spherical shape with three lobes or segments. The bark is considered to have medicinal properties for treating coughs and asthma. It is boiled then cooled to room temperature and drunk.","El copachil. Con este nombre se reconocer al menos dos especies del género <Croton>. Arbusto o árbol abundante que alcanza una altura de 2 o 3 metros. Sus hojas son triangulares. Su flor es blanca y su fruto es de color verde, un tanto esférico y con tres lóbulos o gajos. Se considera que su corteza tiene propiedades medicinales contra la tos y el asma por lo que se hierve y se toma como agua de tiempo.","Nacani ti yaga bandaga risoo bia' chupa la o chonna metru, ca xpandagani napaca' chonna ruaa, rudiini ti guie' naquichi' huiini' né ti bidola huiini nayaa ne napani bia' chonna la o tapa biní. Ora binni napa ru la o candaabi ladxidolo' la ricaa xpandadini rugaagui ne re' xnisani.",<Croton pseudoniveus>;<Croton watsonii>,"43382d7dbaeb5cb2c82fd70110fe09f5,91839800290e97611a9c9805d6eb6937,6d7fd511d47a7fa6f071b8cfbb415f7c,8949177d9f017c314fb6c4754d2fab52,99b910ca24a3b4ad871b086debe6a635,ea482776240d862bd05e119197dee53e,51145e1a8e828fbe96a35d5ef1963ae3,c6c8d4422d5a0e035f3cd786fc93f66a,f6af48e03314d72a0d9f94d0790885f1"
E1110,S0207,"Name for the species <Allamanda cathartica>, a climbing shrub that is scarcely cultivated in La Ventosa. It reaches a height of 1 meter. In Spanish the yellow flowers are called <copita> meaning 'little goblet' or <copa de oro> meaning 'golden goblet' because of their shape. The flower resembles the flowers of the <bacuá'> and the <charru gringu>.","Nombre con el que se conoce a <Allamanda cathartica>, arbusto trepador escasamente cultivado en La Ventosa, que alcanza una altura de 1 metro. Sus flores son amarillas y se les llama en castellano copita o copa de oro por su forma. La flor también es similar a la del <bacuá'> y a la del <charru gringu>.","Nacani ti yaga bandaga risoo bia' ti metru, rudiini ti guie' naguchi sica ti copa, nganga runi rabicabeni 'copita' la o 'copa de oro', rului'ni guie' bacuá' ne xtobi lá lu diidxaxtia 'charro de gringo'. Ma' huaxie'si rihuinnini.",<Allamanda cathartica>,"3b6187cd74942696c9a8ddd05f848e32,f38c73ec6ffa31f88a310bbbb50b6cf6,a4b64755a14b6b902ca4ca9d3872ec96,6cfeff64998b610cb07492c124e979fe,c378e9efdcc8c4fde5c3ef42dfd5ca8f,8afa703cbc577764f802a43aab85b2d3,6f9bfb688ad264a7677b58676437b7f2,38ec2f1873c1583e611f388b7b492d29,c95d4cc908a2dd55898e30ef8b1abf13,b4289929764ff5fb045ecb7a502b97f5"
E0317,S0208,"This term refers to <Dypsis lutescens>, a palm plant that reaches a height of 3 meters. It has long leaves, cream-colored flowers and melon-colored fruit. It is used in hedges.","El coquito. Con este término se denomina a <Dypsis lutescens>, palma que alcanza una altura de 3 metros. Sus hojas son largas, sus flores con color crema y sus frutos son color melón. Se utiliza en los cercos.","Nacani ti yaga nisi bandaga laa, nabé riquiiñecabeni ndaani' le' sica xiixa ni rusuchaahui yoo, nuuni la nayaa ne nuuni nagu. Risooni bia' chonna metru, rapani ti xca nabiguitu te.",<Dypsis lutescens>,"15ce2c7ebf7a17f0b5e23eb1688ad469,52298947a6c9c550d0545979b9e134bf,7216d58b49b910d34eb3054e3ecddddc,640e37dfa6be42b1d8dbf007fa4e7536,b94a439213db492f3ff3f8cdcb264366,0376fbdfa8874cd78005b143260a2dec"
E0318,S0209,"Name for the species <Tabebuia impetiginosa>, a scarce tree that reaches a height of 10 meters. The flowers are pink and the fruit is a long pod. Similar to oak, it is known for its high-quality wood, which is especially good for making mallet handles.",El cortés. Nombre asignado a <Tabebuia impetiginosa>. Árbol escaso que alcanza una altura de 10 metros. Sus flores son rosas y sus frutos son vainas largas. Se asemeja al roble y es apreciado porque la calidad de la madera es particularmente buena para la fabricación de mangos de marros.,"Laani nga ti yaga risoo bia' chii metru, ma' huaxie'si rihuinnini. Zeda gacagani casi yaga ni rabicabe lu diidxaxtia 'roble', nabé riula'dxicabeni ti yaga xtini naguidxi ne riquiiñeni para gacani ná' marru. Ribeeni ti guie' naxiñá' te ne napani ti bichuga nabé' ziuula' ne nayaase'.",<Tabebuia impetiginosa>,"7eaa7352d3b4aedfd368706beba93f44,3c1e9353432e3959c48f97569689e1b1,d7900d2c1368ac12de3a392977dabf7e,2ff989f85c87fefbf3b7c5ebc843dfac,d6c8bd3bee9ae8adaa926716c01ce3e0"
E0319,S0210,Flower known in Spanish as <cresta de gallo> or 'cockscomb'. It is used to decorate the cross known as <ique beedxe'> that forms part of the offering referred to as <biyee> or <biguie'>.,La flor conocida como cresta de gallo. Se utiliza para adornar la cruz que se conoce como <ique beedxe'> y que forma parte de la ofrenda conocida como <biyee> o <biguie'>.,"Qué gapadini láni diidxazá, xtale binni rabini cresta de gallo. Laani nga rusuchahuinecabe yaga cruz ni cá lu beedxe' xti' biguie' o biyee.",,
E1268,S0211,Wild edible fruit.,Fruta silvestre comestible.,"Rindanini ndaani' gui'xhi'. Nuuru' binni huaniisi ruzeete' ca cuananaxhi gui'xhi' ni gudó dxique, casi: xubabe'za', xubaziña, bisilanna'…",,
E0322,S0212,Cultivated edible fruit.,La fruta comestible cultivada.,Ca cuananaxhidi' rudxiiba binnicani ne nuucani rindani xtubicani.,,
E0323,S0213,The blade or the edge of a leaf.,La lámina o la orilla de una hoja.,Cue' bandaga.,,
E0324,S0214,The side of a tree.,Costado de un árbol.,Cue' yaga. Laaca rabicabeni ti'xhi' yaga.,,
E1106,S0215,This name is used to refer to <Ruellia simplex> belonging to the Acanthaceae family. These abundant herbs reach a height of 40 centimeters. The flowers are pink or purple and the fruit is brown. The fruit bursts when exposed to the light and heat of the sun.,"El cohete. Con este término se designa a <Ruellia simplex>, especie perteneciente a la familia Acanthaceae. Estas son hierbas abundantes que alcanzan una altura de 40 centímetros. Sus flores son de color rosa a morado, y sus frutos son color café. Los frutos revientan bajo la luz y el calor del sol.","Laani nga ti guixi bandaga nachucu risoo bia' chupalategande centimetru, nuuni ndaani guidxi, rudiini ti xca huiini, ora nayaani la naga' luni ra zegüini la racani nayu ne ra chu'ni lu gubidxa rieleni. Rudiini ti guie' nuu bieque la nagu ne nuu bieque la naxiñá' te.",<Ruellia simplex>,
E0320,S0216,"Name for the species <Malpighia emarginata>, a scarce tree that reaches a height of 3 meters. Its flowers are white with a pinkish tinge. Its fruit is red, similar to the fruit known in Spanish as <membrillo>, and used to be eaten. The tree, known in Spanish as <combrillo de tiempo de agua> needs regular rainfall to grow. The wood is used to make andirons and as firewood.","Nombre con el que se designa a <Malpighia emarginata>. Árbol escaso que alcanza una altura de tres metros. Sus flores son blancas con rosado. Sus frutos son rojos, similares al membrillo, y anteriormente los consumía la gente. A este árbol se le conoce en castellano como combrillo de tiempo de agua y necesita de lluvia regular para desarrollarse. Su madera se utiliza para hacer morillos y como leña.","Laani nga ti yaga risoo bia' chupa la o chonna metru rudiini ti guie' naquichi' naxiñá' te, ne rudiini ti cuananaxhi ni nabé gudo binni dxique, bidooni luguiaa dxáni ndaani xiga. Yagadi' nabé riula'dxini nisaguie rigaani lu xhi gusiguie. Xhiagani riuu xade ne racani yagaruaa. Ma' que rihuinnipe'ni.",<Malpighia emarginata>,"4b3ab905c205f8fe71162cbd76776561,012540379886163cab9950d0b0bfa42b,968dd2cf81fb5ce6ab6bacf546746403,1206304f9ef3823a4312908e610fa9e0,b3171c123d7d3a5662db7feaa31b94fe,804591c1896446662150a1e6f6cf15fe,3bae0303da7c285bd7987416e1a81c93"
E0335,S0217,Pollen.,Polen.,De ni rusiaya ca guie'. Laaca zanda gabicabeni yayaguie'.,,
E0338,S0218,Tip of a branch or stick.,Punta de una rama.,Nacani ra riluxe ti yaga.,,
E0336,S0219,Tip of a tree or any plant.,Punta de un árbol o de cualquier planta.,Bato' yaga. Laani nga ra ma nasoo ti yaga.,,
E0339,S0220,The back side of a leaf.,El reverso de una hoja (envés).,Deche bandaga. Luni nga rihuinni guira' ca guibi xti' ti yaga.,,
E1281,S0221,"Corn smut known as <huitlacoche>. People say that the moon sometimes arrives and eats part of the corn and that causes it to become atrophied. Unlike in other regions, <huitlacoche> is not eaten by people in this area. However, it is used as pig fodder.","Huitlacoche. Se considera que la luna se puede llegar a comer parte del maíz y por eso sale el maíz atrofiado. A diferencia de otras regiones, el huitlacoche no se come sino que se usa como forraje para los marrano.","Nuu zee ora guiree ndaani' bacuela napani bi'xhu', purti' nácabe gudó beeuni. Guirutidi' qué róni, riláni lu bihui.",,
E1232,S0222,Rope that used to be woven in the town of Unión Hidalgo using the herb known as <guixi donda>. It was used for striking children as punishment.,Mecate que se tejía anteriormente en Unión Hidalgo con la hierba que se conoce como <guixi donda>. Se empleaba para castigar a los niños.,"Dxique ca binni Gubiña riundaca' ti ziña ni rabicabe laa guixi donda, ne laani biza'necabe ti doo ni gudxicabe doo donda, ni bilidxinecabe ca xiiñicabe.",,
E0341,S0223,Fibers that can be extracted from palm leaves. They can be used to form a ball for scrubbing dishes.,Hebras que se pueden extraer de las hojas de la palma y con las que se puede formar una bola que sirve para tallar los trastes.,"Rireeni ora guichezacabe bandaga ziña, ne laani runicabe guixi ria'ri'ne traste.",,
E0342,S0224,"Fibers that are extracted from palm leaves. They are used to make ribbons that are in turn used in the production of hats, bags, and fans. They are also used to tie together beds made of palm leaves.","Hebras que se extraen de la palma. Se utilizan para elaborar cintas para la fabricación de sombreros, bolsas y sopladores y sirven también como amarres para las camas de penca.","Cinta nga gudxicabe ti doo biundane ziña, dxique ca binni nabé bi'nica' cinta, laani nga ria'neni guidibandá', bolsa ne ziña rundubi.",,
E1099,S0225,"This herb is known in Spanish as <la vergonzosa> meaning 'timid' or <la dormilona> meaning 'sleepyhead' and probably corresponds to the species <Mimosa pudica>. It is so sensitive that its leaves fold in on themselves at the slightest touch. It is considered to have medicinal properties to harmful air from the body. When used for this purpose, both the leaves and flowers are boiled to make a drink. The herb <Neptunia plena> can also be called <dormilona>.","La vergonzosa, la dormilona. Hierba (probablemente <Mimosa pudica>) cuya sensibilidad al tacto hace que sus hojas se replieguen ante cualquier roce. Se considera que la <dormilona> tiene propiedades curativas para sacar el aire. Para esto se hierven tanto las hojas de la hierba como sus flores y se bebe esta preparación. También se puede designar con el nombre de <dormilona> a la hierba <Neptunia plena>.","Laani nga ti guixi bandaga nadá, cadi zesi canacabe laa maca ziguundu, rusixhopani ca xpandagani, ricáni lu le' ra nuu guixi. Nácabe rusiandani binni napa bi. Rindaabi guidubi guixidi' ne ca guie' xtini, ribiibini ne re'cabeni.",<Neptunia plena>,"70da3272f4d12987b72668b7bfc7f4fe,4b35c7d634003dffa6dcd4a82633c1e6,7c15f9830ca06de06e5e72456d98d9fe,8cc74b1a410d857911ac1dc3f693808a,1758895d1be62e25b4e90741290afb57,6bf40449c892fc8a509f03edfefd6b2f"
E0343,S0226,Corn tassel (male inflorescence).,El jilote.,Du. nuu tu ná laaca laani nga guichu.,,
E0050,S0227,"Fruit produced by the tree <Ficus Insipida>, known as <yaga du'ga> in Zapotec and <higo> or <amate> in Spanish.","Fruto del árbol <Ficus Insipida>, que se conoce en diidxazá como <yaga du'ga>, y en castellano como higo o amate.",Nacacani ti cuananaxhi gui'xhi'. Má qué ródicabeni.,,
E1130,S0228,"Name for the species <Ficus petiolaris> of the Moraceae family, a scarce tree that reaches a height of 15 meters. The fruit is green and has a harder exterior than the fig called <du'ga>.","Árbol de la especie <Ficus petiolaris>, perteneciente a la familia Moraceae. Escaso, de tallo o tronco amarillento, alcanza una altura de 15 metros. Sus frutos son verdes y son más duros que los higos llamados <du'ga>.","Yagadi' nga rabicabe laa ngaaxhi, nabé nasooni. Rului'ni du'ga', xisi la? rudiini caadxi xca' má naga' ne ma nachonga.",<Ficus petiolaris>,"55ec606fb2a4a394997eb9f18fc53bdd,83dd923ad7af305cc49b95155b72f333,9da9013d07e090fa2961abcdf3ae8889,930e349b1d6bd5230096c4f913b78477,0a9fae1da2d949f7a18237b96f7f97a9,0df3e47029d784ec4ac8459ef74a26df,6276a24d0b2278e1c9e89399a159c75c,f251d6f0378d8b8d6385f072e239322f"
