ExampleID,Senses,ZapPDLMAText,ZapAPText,SpaText,EngText,Audio,Sources
EX0057,S0314,,"guie' cha'chi'i, chi iniinu de guie' cha'chi' de ca ni bichuugudu lade guidxi guie' cha'chi' bichuugudo lade guidxi di la? guie' cha'chi' gúchini ne nabé rinda' naxhini ne yaga stìni la? na nalisu ladi ne napa stàle tinni ne ca bandaga stìni la? nayu'la ne jaa cuaananaxhi stìni la? ti ti vaina café café, vaina nayú nayú ne nuu guie' cha'chi' gui'xhi guie' cha'chi' gui'xhi ca la? nuu binni ruchuugunu para gusihuaa yaga stìni, para usuhuaa tinaja luni purti rudiini ni rábicabeni yaga chonna ne guie' stìni ca la? naquichi' ne tiempo rudiini la? lu lu, lu beeu guie' nacabe, lui beeu mayo ne nabé rizananda ca mani gui'xhi cani casi ra zeeda' uchachi, ra zeeda bidxiña, nga ca ni ró cani ni nuu ndaani' gui'xhi ca, guie' cha'chi' gui'xhi ca","cacalosúchil, vamos a hablar de cacalosúchil, de los que cortábamos en el pueblo el cacalosúchil que cortamos en el pueblo es  cacalosúchil amarillo y y huele muy rico y su tronco es liso y tiene mucho óxido y su hoja es alargada y su fruto es una vaina café, una vaina café y hay cacalosúchil silvestre el cacalosúchil silvestre, hay personas que lo cortan para parar su tinaja, usarlo de base porque tiene tres pies y su flor es blanca y florece en el mes de las flores, en el mes de mayo, y los animales de monte lo buscan mucho, como la iguana, el venado, esos son los que lo comen el cacalosúchil silvestre","guie' cha'chi', we are going to talk about the guie' cha'chi', the kind we would cut around town the guie' cha'chi' that we cut from around town is the yellow guie' cha'chi' and it is very fragrant, and its tree has a smooth bark, and it exudes a lot of latex, and its leaves are long and its fruit is a brown seed pod, it is a brown, brown seed pod, and there is also a wild variety of guie' cha'chi' as for the wild guie' cha'chi', there are people who cut down the tree to use as a tripod stand because it grows three branches, and its flowers are white and its blooming time is during the flowering month, the month of May, and wild animals seek it out a lot, for example the iguana, the deer, they eat whet's in the wild guie' cha'chi', in the wild guie' cha'chi'",901e2ae49af39785e9bdc7c5bca3707b,
EX0058,S0327,,"fitu fiu' la?  ti yaga huiini', nápani caadxi bandaga verde color redondo, color redondo ne ricá caadxi guie' guchi huiini' luni ne nabé rihuinnini ndaani' guidxi la?, ndaani' uriá dàni ca la?, uriá ca, uriá ca jñaa ca ne uriá guiigu', uriá ca nisa ca, ratiica rigaani ne ti yaga huiini', qui qui riquiiñedini para gasti, mas que lu ca layú ca nga nuuni","el huesillo es una plantita que tiene unas hojas verdes de color redondo, es de color redondo y da unas florecitas amarillas y se ve mucho en el pueblo, a la orilla del cerro, a la orilla de los terrenos de sembradío y en las orillas de los ríos, crecen donde sea y es una plantita que no se utilizar para nada, sólo que se encuentra en los terrenos","the fitufiu' is an herb that has round, green leaves, round color, and it produces some small yellow flowers you see it a lot around town, at the foot of the hills, at the edge, the edge of the agricultural fields, along the rivers, along the water, everywhere and this herb isn't used for anything, you just find it around in the fields",540da8dc1137676f88ec0a642b3bf6c2,
EX0059,S0327,,"fitufiu' ca la? ti yaga huiini' naverde la? ne nápani ti bandaga huiini' verde color, verde la? ne redondo ne risooni bia' chupa metro ne chupa bia' ne nápani ti guie' guchi la? ne ricá ti vaina huiini' ora na naverdeni naya'ni la? color naya' ja', ne ne ora ma güini la? rácani color nagu'xhu, como café no?","el huesillo es una plantita verde y tiene hojas verdes y redondas y llega a medir two metros de altura aproximadamente y tiene una flor amarilla y da una vainita cuando está crudo es de color verde y cuando ya está maduro pasa a color  café","the fitufiu' is a green herb, and it has leaves that are green in color, green and round it can reach a height of two meters, two metros, and it has yellow flowers and produces a small seed pod when it is still green, green, it is green in color, and when it ripens, it becomes grey or sort of brown",1e981b3d0f883293d070d690e4fda3bd,
EX0060,S0330,,"guie' guchi ca la? guie' abril purti abrilsi rieleni ne nuuni ra lidxi na Rosa ne qui riquiiñedini para gasti', de lujusini","el acahual amarillo, se llama tamién flor de abirl porque únicamente florece en el mes de abril y se encuentra uno en la casa de doña Rosa, y no se utiliza para nada, es sólo para lujo","the guie' guchi is also called guie' abril because it blooms only in April, there is one in Rosa's house, it isn't used for anything, its ornamental",6d2f129368fb2e92204602c4698ec354,
EX0061,S0345,,"nalase' nalase' ca la?, guie' se' lase...nalase' ca la? ngá la? nápani casi guie' se' ca la? pero bandaga stìni xcaadxi nalase' la? ne nápani guiichi huiini' punta stìni también la? ne risooni, ngá jmá risoo, rácani bia' xhoopa' bia' ne ca bola huiini' ca la? ora nayaacani la? na naverdeni ne ora ma bigüini la? naguchini ne jaa ró ró ca pajaro huiini' cani la? o o guchachi', riguiidecame rócame ti hueco huiini', ribeecame ca biichi huiini' stìni ca","es delgado, guie' se' nalase', es como el guie' se' pero tiene hojas un poco más delgadas y tiene espinitas en su punta y llega a medir aproximadamente seis metros de altura y las bolitas son verdes cuando están crudas y cuando se maduraron son amarillas, lo comen los pajaritos o iguanas, lo perforan y se quitan sus semillitas","narrow, narrow, the guie' se' nalase', this one is almost like the guie' se' but the its leaves are a bit thinner, and it has small thorns at the tip also, and it is tall, taller, it can grow up to six meters tall and its little round fruits, when they are unripe, they are green in color, and when they ripen they turn yellow, the birds eat them, or the iguanas, they drill through it and eat the small seeds",ad78af860cd55f6c4c159e8cb0dc2e22,
EX0062,S0345,,"guie' se' bandaga nalase', bandaga nalase' ne na punta huiini ca nápani ti guiichi huiini ne guie' stìni la? nabiá ne qui risoodini, risooni bia' chupa metru ne cuaananaxhi stìni la? ti bola nagaa la? ne napa caadxi pipi huiini' ladi, pipi quichi' ne na naraayaga ládini ne ró, ca mani gui'xhi ca nga raucani casi ca paja pájaro huiini' ca, ca mani huiini' ca","el guie' se' es de hoja delgada, en la punta tiene espinitas y su flor es extendida y no es alto, llega a medir dos metros y su fruto es una bola verde y tiene unos puntos en el cuerpo, unos puntos blancos y su textura es áspera y quienes lo comen son los animalitos de monte, los pájaros, los animalitos","the guie' se' nalase' has narrow leaves and at its little tip it has a little thorn and its flower is extended it isn't tall, it only grows up to two meters tall, and its fruit is round and green and it has little dots on the peel, white dots and its texture is rough, and the animal eat it, the birds, the birds",f7b73552115434b71c4e88e390e4cdad,
EX0063,S0346,,"chupa claseni, tobi ca la? nabata, stobi ca la? nalase' xpandada, ricá ti, rácani, ridxélani uriá ca dàni ca, uriá ca gui'xhi naro'ba' ca ne bandaga stìni ca la' nabata, nápani guiichi punta ne qui risoodini, rácani bia' chupa biaasi ne jaa nabé na na ti monchónsi rácani, ti ti bolasi, monchón","hay de dos tipos, uno es ancho y el otro es de hoja delgada, se encuentra a la orilla de los cerros, a la orilla de los montes grandes y su hoja es ancha, tiene espinas en la punta y no llega a ser alto, llega a medir sólo dos metros y este, sólo llega a ser un monchón, sólo una bola, un monchón","there are two kinds, one is wide, the other one's leaves are narrow, it produces, it becomes, it is found at the foot of the hills, at the edge of the forest and its leaves are wide, they have a thorn at the tip, and they are not tall, they only grow up to two meters tall and it only grows in clumps, as a ball, a clump",053b0796f5fd1f2a7e3209b0bc6c483a,
EX0064,S0346,,"guie' zè, chi iniinu de sti guie' zè, guie' zè di la? bandaga bata purti bandaga stìni ca la? nabata, guie' stìni ca la? laaca laaca nabiá nabiá ne laani la? jmá qui nisoodini bia' ti ti metrosi bisooni la? pero jmá jmá naxádani ne dxiqué la? nuu binni biquiiñeni para para quichécabe ti bitii ni nápacabe ndaani nàcabe la? ora ra icábe aguxa', biquiiñecabe para uquiidicabe lu nà stobi la? para pa guiu'dxu la? ne para xindxaa la? ne ma guni ganar ti naga'nda' huiini guee, dxicà gastidi naga'...tiempo ca gastidi naga'nda' ne jaa cuananaxhi stìni la? ti bola huiini' die'ni na cuaananaxhi stìni la? die' la? nabiguitu peru jmá nalisu ladi ne ruzaani, jmá ruzaanini ne róca ca mani gui'xhi, ca mani gui'xhi si can nga rócani","el guie' se', vamos a hablar de otro tipo de bonellia nervosa, esta bonellia nervosa ancha porque es de hoja ancha, su flor también es ancha y la planta no llega a ser alto, llega a medir un metro, pero es más enana y antes hubieron personas que utilizaron para destripar alguna ampolla que tuvieran en la mano, la usaban como aguja, para ponérselo en la mano de otro para que se infecte y para causar una fiebre, y para ganar para un refresquito, en ese tiempo no habían refresc...entonces no había refrescos y su fruto es una bolita que está pintado de su fruto está pintado de color naranja, peru el cuerpo es más liso y brilla, brilla más y sólo lo comenlos animales del monte","guie' se', we are going to talk about guie' se', this guie' se' has a wide leaf, its leaf is wide, wide, its flowers are also extended, extended and it is not tall, only about a meter tall, much shorter in the past, people used it to pop blisters on their hands, it was used as a needle, to pierce someone's hand to get an infection, a fever and get sick as to gain favors such as a little refreshment, back then there were no sod... at that time there were no sodas and its fruit is round and its color the color of its fruit, it is orange, but with smoother peel and it shines, and wild animals eat it, only wild animals eat it",72d372862fec62d5cfbd359372429425,
EX0065,S0347,,"guie' stia la? rinda'naxhini, rieni ra riuu gunaa, racani laapa' para ora uxooñenècabe unaa la? laani nga ruguucabe rácani laapa para inda'naxhini novia guie' stia la? ruguu, riquiiñeni la? para ora nuu bí, nacahui diaga binni nuu bi la? icaabe ti ndaa la? gúnibe bola gutunàbeni la? ne uguubeni ndaani diágabe, zagu'bani bi susia'nini diágacabe, ngá nga guie' stia","la flor de albahaca huele rico, lo utilizan cuando se roban a la mujer (tradición zapoteca), forman coronas de flores para que cuando se roben a la mujer lo usen y huela bonito la novia la flor de albahaca se usa para cuando alguien tiene tapado el oído, aire atorado, la persona debe agarrar un pedazo y hacerlo bola, amasarlo y después meterlo en la oreja, el objeto absorberá el aire y dejará despatado el oído, esa es la albahaca","the guie' stia smells nice. It is used when a woman is taken in marriage, it is made into crowns that people wear when a bride leaves home with her partner for the first time, so that the bride smells nice. The flower of guie' stia is used to treat blocked ears, bad air in the ear, you grab some, roll it into a ball, and stuff it into the ear, it will absorb the air and will unclog the ear, that's the guie' stia",dd4acf3bc3b2ba691abd0a080c307de4,
EX0066,S0350,,"ti yaga nasooni la? verde ladini la? ne nápani bandaga verde ne rusieleni guie' color fiusha, rosado, ne zuhuaani ra lidxi Belma Ximodo guie' stìni la? suhuaacani sacà, rachagani","es un árbol alto, su cuerpo es verde y tiene hojas verdes, y da flores color fiusha, rosado y en la casa de Velma hay uno ¿Cómo sus flores? están parados así, está despeinado","this is a tall tree, green in color, its leaves are green and it produces fuchsia-colored, pink flowers, and there is one in Velma's house How are its flowers? they stand up, they look like hair standing up",caf97ff1a77ca8c4902b7ecc3ee39290,
EX0067,S0353,,"guie' xhuba gui'xhi la? ti yaga nasoo color cafeni la?, riaba xhabaladini ca pur parte la?, bandaga stìni ca la? nabata la? ne rácani yaga bacaanda' tamén, bacaandani la? ne guie' stìni ca la? ti guie' blancu naquichi', guie' quichi' ne nápani caadxi semiá huiini' stìni nayaase' ne rin... laaca rinda'naxhini ne qui riquiiñedini para, cuestión de para yaga lee la? para gástidi, mas que namuxeni para ndaani' yoo, riquiiñeni para xadesi ne pur guie' ca la? rinda'naxhini la?, pues no tiene otro uso","el jazmín del Istmo es un árbol alto color café, se le cae la corteza por partes, su hoja es ancha y también es un árbol de sombra, es para sombra y su flor es una flor blanca y tiene unas semillas negras y también huele rico y no sirve para cuestiones de troncos de cerco, para nada, no es para uso rudo dentro de la casa, sólo sirve como leña para el fogón/ comal, huele rico, no tiene otro uso","ths wild guie' xhuba is a tall tree, brown in call, its bark exfoliates by chunks, its leaves are wide, and it gives shade too, it provides shade, and its flowers are white, it has white flowers and it has small black seeds, it smells nice, it is not used to make fences, or anything, it is not sturdy for house construction, it can be used as firewood, and for its flowers, they smell nice, it has no other use",ec0800173c833710b39943ca29e9b955,
EX0068,S0359,,"guichi bidu la? rábicabeni mala mujer la? gunaa dxaba', nápani guiichi ládini la? nápani risooni la? bia' gaayu' bia' o chii bia' ne nápani tíni, bandaga stìni la? casi papaya ne guie' stìni la naquichi' ne idiiñeni laadu la? ribaba ne ne rudiini, lu ca dani ca rihuinnini lu dàni la?, lu ra tiisi ca gui'xhi ca pero jmá lu ca dàni ca rihuinnini ne semiá stìni la? ti bola huiini' verde la? pero nablancugá, ri ora ma zi ibidxini ca, riblancuni oracá racá ma, ne laani la? ribídxini la? ne nápani stale guiichi yonde también, yaga sisini, yaga nisani","la mala mujer tiene espinas en todo el cuerpo, llega a medir cinco o diez metros de altura y tiene óxido, su hoja es como la de papaya y su flor es blanca y si rosa con nosotros (piel) da comenzón, se da en los cerros, en cualquier monte, pero se da más en los cerros y su semilla es una bolita verde, pero es medio blanco cuando ya se va secando, se vuelve blanco a esa hora después, y se seca y tiene muchas espinas finas, es una planta lijera, es una planta con agua","the guiichi bidu is called ""the bad woman"", bad woman, it has thorn-like hairs, it can be tall, as much as five or ten meters tall and it exudes latex, its leaves look like papaya leaves and its flowers are white and if it touches our skin, it produces itchiness, it grow up in the hills, anywhere there is brush, but mostly in the hills and its seeds are small, round and green, but they turn white when they dry, they turn white afterwards, it dries and it has many thorn-like hairs, it's a light plant, a plant that contains water",9269349e4cb232fa92eef1afb5ec7f8e,
EX0069,S0361,,"guichi bihui ca la? ti yaga huiini', color ga bandaga stìni na nabata la? ne nápani guiichi puntani ne nápani ti guie' huiini' guchi la? ne risooni lu intiica lu patiu stì binni rigaani, lu intiica lu patiu stì binni la? ne rábicabeni guiichi bihui la? purti naró nabé ro bihuini ne jaa risooni bia' treinta centímetrosi","el guiichi bihui es una plantita, el color de su hoja es ancho y tiene espinas en la punta y tiene una florecita amarilla  y crece en cualquier patio de las personas y le dicen ""espina de cerdo"" porque lo come mucho el cerdo y llega a medir treinta centímetros de altura aproximadamente","the guiichi bihui is an herb, the color of its leaves is green, they have thorns on their tips, and it has small yellow flowers, and it grows everywhere in home patios, everywhere in home patios and it is called ""pig's thorn"" become the pigs eat it, and it can grow as tall as thirty centimeters",f9528654b68c0e0958a32bf64f4169f5,
EX0070,S0364,,"guiichi bixa' raca ti yaga narooba, nabé rácani xada, nabé nápani banda' nápani bacaanda' ne naxa'cu ladini la? ne risooni bia' gaayu' bia' o xhoopa' bia' ne ricá caadxi cuananaxhi huiini luni la? color morado ne ro binnini la?, ro mani guiixhini, ro mani guiixhini la? ne nápani guiichi ne nabé nápani bacaanda, aja' guiichi bixà","el negrito se vuelve un árbol grande, siempre es de baja estarura, tiene una sombra, muchas frescura y su cuerpo es arrugado y llega a medir cinco o seis metros y da unos frutitos de color morado y comen las personas y los animales de monte y tiene espinas y tiene mucha sombra, ajá es el negrito","the guiichi bixa' it a large tree, it does not grow tall, it casts a shadow, it provides a lot of shade, its bark is rough, and it grows as much as five or six meters tall and it produces small fruits, purple in color, and they are edible, wild animals eat them, wild animals eat them, and it has thorns, and it provides a lot of shade, that's the guiichi bixa'",987791873db9fcb3e633bf4678f5a139,
EX0071,S0367,,"guiichi bizaari' ca la? ti yaga nasoo la? narooba la? ne naxacu ladini la? ne blanco, color blanconi , color naquichi' ne bandaga huiini' stìni ca la? nabata huiinini casi limón la? pero idubi vueltani ca idubi vuelta bandaga ca naraaya' ne ra riquiiñeni para yaga yaga yoo pero casi para sope o para moriu, pero para ndaani' yoo qui qui runi huantardini ne nabé nagueenda riaabini yaga, ti yaga blanconi pero naguidxini ne nasoo rácani, guiichi bizaari","el frijolillo es un árbol alto y grande y su textura es arrugada y es de color blanco, y su hojita es anchito como limón pero todo su alrededor es áspero y se utiliza para construir casas, pero como para sope o como morillo, pero dentro de la casa no aguanta y se carcome rápido, es un árbo blanco, pero es macizo y crece alto, ese es el frijolillo","the guiichi bizaari is a tall tree, big, with rough bark, and white, white in color, white, and its little leaves are a bit wide like those of a lemon tree, but they are rough all along their contour and it is used to build houses, but not as weight-bearing beam, it is not sturdy enough for the inside of a house and it breaks down quickly, it is a white tree, dense and can grow tall, that's the guiichi bizaari'",87851bc5f1195e7a2740ede33823c5ea,
EX0072,S0368,,"guiichi bupu la? nácani ti yaga nablanco ládini naquichi ladini la? ne risooni bia' chii bia' ne bandaga huiini stìni la? redondo huiini ne laaca nápani guiichi ne nápani caadxi casi puntu yaase' huiini' ládini, bola huiini' yaase', semiá stíni la? ti ti guie' huiini' la? ne racá ma ribeeni ti semiá bola huiini' color na nayaase' semiá stíni qui riquiiñedini solamente para yaga xadé","el achatocarpus es un árbol de corteza blanca, corteza blanca y llega a medir aproximadamente diez metros y su hojita es redonda y también tiene espinas y tiene como unos puntos negros en el cuerpo, bolitas negras, su semilla es una florecita y después saca una semilla negra, su semilla es negra no sirve sólamente para leña del comal","the guiichi bupu is a tree with white bark, white bark, and can be as tall as ten meters and its little leaves are a little round and also have thorns and it has some black dots on the outside, small black balls, its seeds are from a small flower which produces a small, round seed, the seed black in color it is of no use, only as firewood",972e5b018229f7e3fbd4c33a5836fcaa,
EX0073,S0370,,"guiichi dxita ca la? ti yaga nabé riquiiñeni, napintuni, color pintuni ne nabé, ládini la? naverde la? ne blancu, pintu verde ne blanco bandaga huiini' stìni la? nabé nabiuxe ne risooni la? bia' chii bia' ne riquiiñeni para yaga xadé la? ne para yaga le' nabé runi huantarni ndaani' yu ne casi ora ladxido'ni ca la? casi ora ora ugáloni la? rácani caasi verde, verde ladxido'ni ne ne riquiiñeni para gúnicabe buu para yaga buu para, ngá guiichi dxita, nápani guiichi nápani guiichi ládini","el cacho de toro es un árbol que se usa, es pinto, su color es pinto, su cuerpo es verde y blanco, es pinto verde con blanco su hojita es pequeña y llega medir de alto aproximadamente diez metros y se usa para leña de comal y para  y para leña de cerco, aguanta mucho en la tierra y en su interior, cuando lo cortas, es verde, su lomo es verde y se usa para hacer carbón, para eso es el cacho de toro, tiene espinas en el cuerpo","the guiichi dxita is a tree often used, it is spotted, spotted in color, its bark is green and white, spotted, green and white its little leaves are fine, and it is tall, as much as ten meters, and it is used as firewood, and to make fences, it can withstand well buried underground and on the inside, when you cut it, it is almost green, the wood is green and it is used to make coal, for coals, that's the guiichi dxita, it has thorns, it has a thorny bark",47cfa1f71b68a0f9b3a9dc15ab1f5e5c,
EX0074,S0371,,"guiichi dxiña ca la? ti yaga huiini', rihuinnini la? lu dànisi Merodio ca ne rácani nasoo la? bia' bia' chonna bia'si, nápani caadxi bandaga huiini' verde la? redondo ne yaga ca la? color nalas, naté ne riquiiñeni para poste la? nabé de runi huantarni más de gayuaa iza ora usuhuaacabeni, rúnicabeni lee stìcabe, binni la? riquiiñeni para gúni lee sti' ra lidxi ne qui riaabidini nabé aguantadorni ne jaa rinda'naxhini ora lii cuchuugulu cugalo ni la? rinda'naxhini casi casi rida' nayana' rinda'naxhi","el guiichi dxiña es un árbolito que sólo se da en el cerro del Merodio y llega a ser alto como unos tres metros sólamente, tiene unas hojitas verdes y redondas, y el árbol es de color pálido y sirve para postes, aguanta más de cien años, lo utilizan para hacer ceros, la gente lo usa para hacer cercos en su casa y no se carcome es muy aguantador y este huele rico cuando tú lo estás cortando huele rico, huele fuerte, huele rico","the guiichi dxiña is a small tree, it is only found in the Merodio hill, and it can become tall, as much as three meters, it has green leaves, round, and in terms of color, it is a light color it is good for posts, it can last over a hundred years, it is used to build fences, people use it to build fences around their homes it doesn't break down, it is very sturdy, and it smells nice when you cut it, it smells nice, smells strong, nice",c4d121637c34278947dd70072b3a34ce,
EX0075,S0374,,"guiichi gueda ca la? rácani rácani ti yaga luba', yaga luba'ni, nabé rudiinàni zitu rácani casi ti le', riguiibani lu ca yaga ca ne rápani ti bandaga redondo na... naga' rácani, nápani ti bola huiini ti cuananaxhi huiini stìni la? color naguchi ne jaa nápani guiichi también ládini, idubi ládini la? pa tiidu ládeni uru'xhani xhabo, zachezani xha'bu, riguiibani lu ca le' ca, guiichi gueda","el garabato es una enredadera, extiende mucho sus ramas se vuelve como un cerco, se trapa en los árboles y tiene una hoja redonda y verde se vuelve, tiene una bolita una frutita de color amarillo y este tiene espinas también en todo el cuerpo si pasas entre él, jala y desgarra tu ropa, se trepa en los cercos, el guiichi gueda","the guiichi gueda, it is, is a vine, a vine that grows lots of runners it growns into a sort of hedge, it climbs on trees, and it has leaves that are round and green it becomes, it has small round fruits that are yellow and it has thorns on its bark, along all of its bark if you pass by it, it catches your clothes and tears your clothes, it climbs on fences, that's the guiichi gueda",8853dadf9670bba7eacd8a4bd3e57554,
EX0076,S0374,,"guiichi gueda la? ti yaga nabé rudii nàni casi ti luba', ne bandaga stìni la? casi naraaya' lu ne cuananaxhi stìni la? casi nabiguitu ne nápani guiichi, nabé ruruuxhani xhaba binni, richézani nà binni ora sàni ne ne dxiqué la? nabé rúnicabeni le' guiixhi stìcabe purti laani nabé rusigaa nàni rusugaa nàni ma zeni la? ne cuananaxhi stìni la? nabiguitu la? ne rocabe ro binnini, rócabeni dxiqué pue purti huaxie' nuu cuananaxhi nabé ro xcuidini, ro binnini, nanaxhini","el guiichi gueda es una planta que extiende mucho sus ramas como una enredadera y sus hojas son ásperas y su fruto es de color naranja y tiene espinas, jala mucho la ropa de la gente, corta la mano de la gente cuando rosa y antes lo usaban para cercar sus terrenos porque extiende mucho sus ramas, y su fruto de color naranja se comía, lo comían las personas porque habían muy pocas frutas lo comían mucho los niños, la gente, es sabroso","the guiichi gueda is a plant that grows runners like vines, and the leaves are rough, and its fruit is orange in color and it has thorns, they tear people's clothes, they cut people's hands if you touch them and in the past it was used to build fences because it grows many runners, and its fruits are orange in color, and people ate them because fruits were scarce children used to eat it a lot, people eat it, it is delicious",dd23ffd8b6681c44e2be39fe4f5f3ccf,
EX0077,S0375,,"guiichi laya bi'cu ca la? ti yaga blancuni la? nápani caadxi porra ládini la? lui laya bi'cu ne riquiiñeni para yaga xadé, bandaga huiini' stìni la? ti bandaga color verde la? ne nala... ne nalase' ne rihuinnini uriá dàni ca la? uriá ca gui'xhi ca, lu ca gui'xhi layú ca ne ne nabé rirezani para, riuula'dxi binnini utópani yaga para yaga xadé, para buu, para intiisi cosa, pero para yaga le' la? qui riquiiñedini","the guiichi laya bi'cu' es un árbol blanco, tiene unas protuberancias en el cuerpo que parecen dientes de perro y se usa para leña del comal, su hojita es de color verde y delgado y se da a la orilla de los cerros, a la orilla de los montes y en los terrenos y se corta mucho para, la gente le gusta recogerlo para leña del comal, para cualquier cosa, pero para leña de cerco no se usa","the guiichi laya bi'cu' is a white tree, it has lumps on its bark that look like the teeth of a dog it is used for firewood, its small leaves are green and thin it is found at the edge of the hills, at the edge of the brush and in the agricultural fields it is often cut, people like to gather it for firewood, for charcoal, for anything, but it isn't used to build fences",2dad979e357e3031e9b0b06207ca1726,
EX0078,S0375,,"guiichi laya bi'cu' ga la? ridxelani uriá dàni ca la?, uriá ca guiixhi ca la? ne riquiiñeni para xaya xadé, para gúnicabe buu ne forma stìni la? nápani caadxi casi botón ládini casi laya bi'cu' bandaga huiini stìni la? nagaa ne nalase', yaga guiichini nabé rizezani riquiiñecabeni, pero para yaga le' la? qui riquiiñedicabeni, yaga blancuni, nápani tini también, tini casi naxiñ riree ladini","el guiichi laya bi'cu' se encuentra en la orilla del cerro, a la orilla de los montes y lo usan para leña del comal, para hacer carbón y su forma, tiene como unos botones en el cuerpo, como dientes de perro su hojita es verde y delgada, es un árbol de espinas y se corta mucha cuando lo usan, pero para leña de cerco no lo usa, es un árbol blanco, también tiene óxido, óxido como rojo en el cuerpo","the guiichi laya bi'cu' is found at the edge of the hills, at the edge of the brush, and it is used as firewood in the grills, to make coal and as for its shape, it has some sort of buttons on the surface that ressemble the teeth of a dog its small leaves are green and thin, the tree is thorny it is often cut down for use, but it isn't used to build fences, it is a white tree, it exudes a substance, a substance on the bark that is sort of red",abe8e3545bb89c63be06548545fd81e0,
EX0079,S0378,,"guiichi ndani, ti yaga naguidxi la? ne nasooni bia' chii bia' ne xhabaladini la? color naxiña', naxiña' casi color café ne rapani guiichi casi chumaga ne ladxido'ni ca la? color café también ne naguidxi, riquiiñeni para poste, para yaga xade, para buu para, ne bandaga huiini stìni nalase' casi xhaga la","el guiichi ndani es un árbol macizo y mide altura diez metros, y su corteza es color rojo, rojo como café y tiene espinas como el chumaga y su pulpa es de color café también y es macizo, se utiliza para poste, para leña de comal, para carbón y su hojita es delgada como el cascalote","the guiichi ndani is a sturdy tree and it can grow as high as ten meters, and its bark is red, red, almost brown it has thorns like the chumaga And its pulp is brown in color too and dense, it is used for posts, as firewood, for coal, and its little leaves are thin like the xhaga la",de2461b3e7d7d1d9e082291d8acb3f14,
EX0080,S0379,,"guiichi tachi ca la? ti yaga, yaga guiichi, nabé napani stale guiichi ladini la? ne casi lui' aguxa' ne yaga rihuinnini ndaani dani ndaani ca guiixhi ca ne rapani bandaga stini la? redondo la? ne nabata la? ne jaa cuananaxhi stìni ca la? ti bola verdeni ora nayaani, ora ma bigüini ca la? ma racani naguchi ne ora nabidxini gueda ugaloni la? nápani stale guiichi yonde' ne ribaba xhata ladi binni","pereskia lychnidiflora es un árbol de espinas, tiene muchas espinas en el cuerpo que parecen agujas y ese árbol se da en el cerro, en los montes y tiene hojas redondas y anchas y su fruto es una bola verde cuando está crudo, cuando ya maduró se pone amarillo y cuando está seco y lo cortas, tiene muchas espinitas y le da demasiado comezón a uno","the guiichi tachi is a tree, a thorny tree, it has a lot of thorns on its bark which are almost like needles and it is a tree that is found inthe hills, in the brush and the leaves it has are round and wide, and its fruits are round and green, and when they ripen they turn yellow and when it is dry and you cut it, the guiichi yonde t has a lot of prickles that make the skin itch",1554f9b3826d3e3aed3736e93efb4771,
EX0081,S0381,,"ti yaga huiini nabé, nápani guiichi ladini la? ne casi yaga, napani casi racani casi yaba luba' nabe qui randadi racani ti bolasi la?, riguiibani lu ca yaga narooba ca la? pero nabé rápani stale guiichi la? qui randadi riuu tuxa mani huiini ládini la?, riuu mani huiini la? peru para guni lidxi o ucachilú pur nga nga rabicabeni guiichi xhiidi, rica caadxi bola guchi huiini luni ne bandaga stini la? naga' la? ne redondo huiini, regular","es unla plantita que tiene muchas espinas, se vuelve como una enredadera y no se puede se vuelve como una bola, se trepa en los árboles grandes pero tiene muchas espinas y ningún animalito se puede meter entre él, entran animalitos pero hacer su casa o esconderse por eso le dicen palo enmarañado, produce algunas frutas pequeñas y redondas, y sus hojas son verdes y redonditas, regulares","this is a tree that has a lot of thorns, it is almost like a...it has almost vine-like branches and it cannot... it turns into a ball, and climbs on large trees but it has a lot of thorns and no animal can get on its bark, animals might go through the branches to make a den or to hide that is the reason it is called guiichi xhiidi, it produces small round fruits, and its leaves are green and a little round, normal",d2f7a029d1cc364178b38ca21fd8f6b3,
EX0082,S0382,,"casi ti guiichi yaani, guiichi yaani pues, pero lo que pasa es que chupa claseni, tobi ca la? guiichi yaa la? stobi ca la? ndi la? ni nácabe guiichi xumi di la? nápani guiichi la? ne rácani ti yaga xádasi, qui risoopeni risooni bia' chonna bia'si, riquiiñeni para yaga xadé, para buu, para rutopacabeni para buu ne rica caadxi baina huiini luni color nagu'xhu ne ora na ora ma nagüini, ora na nayaani la? color naga' ne napani bandaga huiini stíni la? nabé nabiuxe, ne yaga ca la? café café, color color nagu'xhuni también ne ndaanini ca la? naxiña'","es como un huizache, es huizache pues, pero son de dos tipos, uno es huizache y el otro es un huizache espinoso, el huizache espinoso tiene espinas y es un árbol chaparro, no llega a ser muy álto llega a medir sólo tres metros, lo usan para leña de comal, para carbón, lo recolectan para carbón y da unas vainitas de color café y cuando está crudo es de color verde y tiene hojitas muy pequeñas y el tronco es de color café, su interior es rojo","it is like the guiichi yaa, guiichi yaa, but the thing is that there are two kinds, one is the guiichi yaa the other one, this one, the guiichi xumi has thorns, and it is short, it does not grow tall it only grows up to about three meters tall, and it is used as firewood, to make coal, it is harvested for coal and it produces small brown pods, and before it ripens it is green and it has small leaves, very fine, and the trunk is brown in color, it is the color of smoke, and it is red in the inside",9044d32679123db2303e08e2c49d48ac,
